Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
22960000,Secondary,Белорусская,4,Moscow,0,34.1,24,9.5,2,12,Without renovation
4100000,Secondary,Новопеределкино,12,Moscow,0,13.8,9.1,7.8,1,14,European-style renovation
5900000,Secondary,Ботанический сад,19,Moscow,0,25,14.8,8.7,2,18,Without renovation
4400000,Secondary,Отрадное,7,Moscow,0,17.2,14.2,3,1,12,Cosmetic
2850000,Secondary,Отрадное,7,Moscow,0,9,6.7,7.4,1,12,Cosmetic
5250000,Secondary,Отрадное,7,Moscow,0,22.7,19.7,3,1,12,Cosmetic
4400000,Secondary,Отрадное,7,Moscow,0,16.8,10.6,8,1,12,Cosmetic
4851000,Secondary,Бунинская Аллея,12,Moscow,0,17.7,11.1,8.1,1,12,European-style renovation
3150000,Secondary,Орехово,6,Moscow,0,10,7.2,7.5,1,9,Cosmetic
10900000,Secondary,Красный Балтиец,14,Moscow,0,34.2,27,9.5,5,7,Designer
5500000,Secondary,Домодедовская,15,Moscow,0,16.8,10.6,8,1,9,Cosmetic
5199000,Secondary,Щелковская,12,Moscow,0,18.2,11.3,8.1,1,9,European-style renovation
4849008,Secondary,Беломорская,11,Moscow,0,17.7,17.7,8.1,1,9,Cosmetic
4149000,Secondary,Академическая,13,Moscow,0,12.5,8.5,7.7,1,5,Without renovation
4800000,Secondary,Некрасовка,4,Moscow,0,21,12.8,8.4,1,17,Cosmetic
3400000,Secondary,Щелковская,12,Moscow,0,10,7.2,7.5,1,9,European-style renovation
4800000,Secondary,Некрасовка,9,Moscow,0,18,11.2,8.1,1,17,Cosmetic
4300000,Secondary,Щукинская,11,Moscow,0,14.2,9.3,7.8,1,9,Without renovation
13200000,Secondary,Шелепиха,13,Moscow,0,26,21.3,8.8,14,24,Designer
4900000,Secondary,Шипиловская,8,Moscow,0,17,10.7,8,1,9,Cosmetic
5100000,Secondary,Окружная,5,Moscow,0,20.4,16,2,4,5,Without renovation
4900000,Secondary,Окружная,5,Moscow,0,19.6,14,2,4,5,Without renovation
4750000,Secondary,Шелепиха,8,Moscow,0,11.4,7.9,2,1,5,Cosmetic
3550000,Secondary,Ясенево,7,Moscow,0,12.2,8.3,7.6,1,9,Cosmetic
5200000,Secondary,Калитники,16,Moscow,0,15,13,2,3,10,Cosmetic
4900000,Secondary,Новопеределкино,10,Moscow,0,17,10.7,8,1,14,European-style renovation
10500000,Secondary,Проспект Вернадского,9,Moscow,0,17.9,10.9,4,10,10,Designer
5500000,Secondary,Домодедовская,16,Moscow,0,17,10.7,8,1,9,European-style renovation
4850000,Secondary,Некрасовка,12,Moscow,0,20,16,2,2,17,Cosmetic
7500000,Secondary,Коммунарка,26,Moscow,0,29,20,9,2,14,Cosmetic
13440000,Secondary,Селигерская,13,Moscow,0,26.6,17,5,7,45,Designer
9990000,Secondary,Курьяново,8,Moscow,0,27.7,20.2,8.9,18,32,Designer
7650000,Secondary,Тропарево,16,Moscow,0,20.6,10,5,8,22,Designer
4250000,Secondary,Шелепиха,8,Moscow,0,10,7.5,2,1,5,Cosmetic
7200000,Secondary,Владыкино,3,Moscow,0,20,10,5,9,16,Designer
4899007,Secondary,Новопеределкино,13,Moscow,0,17,17,8,1,14,Cosmetic
4890008,Secondary,Бунинская Аллея,9,Moscow,0,19,19,8.2,1,16,Cosmetic
2700000,Secondary,Отрадное,16,Moscow,0,9,6.7,7.4,9,9,Cosmetic
5200000,Secondary,Отрадное,6,Moscow,0,22.4,13.5,2,2,12,Cosmetic
2700000,Secondary,Отрадное,19,Moscow,0,9.6,7,7.4,1,9,Without renovation
7285000,Secondary,Солнцево,14,Moscow,0,21.6,13.1,8.4,17,24,Cosmetic
5100000,Secondary,Щелковская,15,Moscow,0,18.5,15.5,3,1,9,European-style renovation
4700000,Secondary,Отрадное,7,Moscow,0,18.7,11.6,8.2,1,12,Without renovation
4350000,Secondary,Отрадное,14,Moscow,0,17,10.7,8,1,20,Cosmetic
7305000,Secondary,Солнцево,14,Moscow,0,21.6,13.1,8.4,20,24,Cosmetic
3350000,Secondary,Щелковская,21,Moscow,0,10.7,7.5,7.5,1,9,European-style renovation
7825000,Secondary,Солнцево,14,Moscow,0,20.9,12.7,8.4,8,24,Cosmetic
8130000,Secondary,Солнцево,14,Moscow,0,21.6,13.1,8.4,12,24,European-style renovation
3600000,Secondary,Отрадное,15,Moscow,0,9.5,6.9,7.4,1,9,European-style renovation
10900000,Secondary,Красный Балтиец,14,Moscow,0,34,19.3,6,4,7,Designer
4990000,Secondary,Отрадное,12,Moscow,0,21,12.8,8.4,1,9,Without renovation
4850000,Secondary,Лианозово,10,Moscow,0,22.5,13.5,8.5,1,12,Without renovation
2700000,Secondary,Отрадное,19,Moscow,0,10,7.2,7.5,1,9,Without renovation
14500000,Secondary,Стрешнево,16,Moscow,0,30.6,17.6,5,17,22,Designer
6700000,Secondary,Проспект Вернадского,9,Moscow,0,13.3,7.3,3,10,10,Designer
4250000,Secondary,Отрадное,19,Moscow,0,17.5,13.5,2,1,9,Cosmetic
4850000,Secondary,Селигерская,11,Moscow,0,13,9,3,8,9,European-style renovation
12000000,Secondary,Авиамоторная,16,Moscow,0,22.3,19,2,4,28,Without renovation
10200000,Secondary,Тургеневская,4,Moscow,0,19.5,12,8.3,1,8,European-style renovation
11000000,Secondary,Аннино,11,Moscow,0,36,20,4,4,13,European-style renovation
2700000,Secondary,Отрадное,19,Moscow,0,10,7.2,7.5,1,9,Cosmetic
4250000,Secondary,Отрадное,16,Moscow,0,17.5,11,8.1,1,9,Cosmetic
3550000,Secondary,Отрадное,19,Moscow,0,13.5,9,7.8,1,9,Cosmetic
13900000,Secondary,Павелецкая,17,Moscow,0,21.5,10,5,18,9,Without renovation
4350000,Secondary,Отрадное,7,Moscow,0,17,13,2,1,12,Cosmetic
5100000,Secondary,Преображенская площадь,17,Moscow,0,13.7,9.1,7.8,1,5,Cosmetic
4850000,Secondary,Отрадное,5,Moscow,0,23.5,14,2,1,9,Without renovation
2800000,Secondary,Академическая,13,Moscow,0,15,13,7.9,4,21,Without renovation
3150000,Secondary,Яхромская,23,Moscow,0,10,7,2,2,9,Without renovation
7190000,Secondary,Электрозаводская,12,Moscow,0,15.6,10,7.9,5,8,Designer
4750000,Secondary,Окружная,5,Moscow,0,19,15,2,5,5,Without renovation
8000000,Secondary,Калитники,16,Moscow,0,26,20.1,5,2,10,Designer
5050000,Secondary,Бунинская Аллея,12,Moscow,0,17.7,11.1,8.1,1,13,European-style renovation
3450000,Secondary,Таганская,15,Moscow,0,10.7,8,7.5,1,14,Cosmetic
3900000,Secondary,Яхромская,27,Moscow,0,15,9.7,7.9,2,9,Without renovation
5278000,Secondary,Калитники,8,Moscow,0,14.6,8,3,1,8,Without renovation
7400000,Secondary,Саларьево,26,Moscow,0,25.4,13.1,5.4,8,22,Without renovation
8000000,Secondary,Покровское,33,Moscow,0,33.8,27,9.4,15,20,Without renovation
7749900,Secondary,Некрасовка,18,Moscow,0,36.4,20.5,9.7,2,17,Without renovation
5550000,Secondary,Таганская,15,Moscow,0,20.6,18,8.3,1,14,Cosmetic
3900000,Secondary,Яхромская,27,Moscow,0,15,9.7,7.9,2,9,Without renovation
13000000,Secondary,Чистые пруды,8,Moscow,0,17.2,10.8,3,1,4,European-style renovation
10700000,Secondary,Чистые пруды,8,Moscow,0,12,8.2,3,1,4,European-style renovation
2990000,Secondary,Яхромская,27,Moscow,0,9,5,2,2,9,Without renovation
4899000,Secondary,Шипиловская,19,Moscow,0,15.4,9.9,7.9,1,9,European-style renovation
5199008,Secondary,Отрадное,7,Moscow,0,22.5,22.5,8.5,1,12,Cosmetic
8249008,Secondary,Сретенский бульвар,7,Moscow,0,16.2,16.2,8,1,3,Without renovation
3250000,Secondary,Орехово,6,Moscow,0,10.4,7.4,7.5,1,9,Without renovation
10380000,Secondary,Речной вокзал,7,Moscow,0,24,14.3,8.6,9,12,Cosmetic
8149000,Secondary,Красный Балтиец,15,Moscow,0,15.6,10,7.9,3,4,Designer
2990000,Secondary,Яхромская,27,Moscow,0,9,6.7,7.4,2,9,Cosmetic
3700000,Secondary,Яхромская,27,Moscow,0,13,8.7,7.7,2,9,Cosmetic
4250000,Secondary,Беломорская,16,Moscow,0,12,8.2,7.6,1,9,Designer
3551000,Secondary,Новогиреево,4,Moscow,0,11,7.7,7.5,1,9,Without renovation
5750000,Secondary,Сокол,2,Moscow,0,16.2,10.3,8,2,9,Without renovation
5100000,Secondary,Пятницкое шоссе,20,Moscow,0,23,13.9,3,10,28,European-style renovation
3700000,Secondary,Яхромская,27,Moscow,0,13,8.7,7.7,2,9,Without renovation
3650000,Secondary,Отрадное,6,Moscow,0,14,10,2,1,12,Without renovation
4890000,Secondary,Бунинская Аллея,13,Moscow,0,19,15,2,1,9,Without renovation
7600000,Secondary,Беломорская,23,Moscow,0,18.5,15,3,3,9,Cosmetic
8700000,Secondary,Семеновская,18,Moscow,0,21.1,14,3,2,2,European-style renovation
13990000,Secondary,Селигерская,13,Moscow,0,26.3,15,8.8,4,45,Designer
3899000,Secondary,Яхромская,27,Moscow,0,15.1,9.8,7.9,2,9,Without renovation
4750000,Secondary,Академическая,13,Moscow,0,14.5,9.5,7.8,1,5,Cosmetic
3649000,Secondary,Отрадное,3,Moscow,0,14,10,2,2,12,Cosmetic
5150000,Secondary,Рассказовка,6,Moscow,0,20.4,12.4,8.3,1,23,Cosmetic
4990000,Secondary,Отрадное,12,Moscow,0,21,16,2,1,9,Cosmetic
6999999,Secondary,Селигерская,18,Moscow,0,30.4,26.6,9.2,17,17,Designer
3900000,Secondary,Молодежная,19,Moscow,0,9.7,7,7.4,1,5,European-style renovation
9647000,Secondary,ЗИЛ,15,Moscow,0,21,12.8,8.4,16,28,Cosmetic
9695000,Secondary,ЗИЛ,15,Moscow,0,21,12.8,8.4,18,28,Cosmetic
10126000,Secondary,ЗИЛ,15,Moscow,0,22.8,13.7,8.5,10,26,Cosmetic
10175000,Secondary,ЗИЛ,15,Moscow,0,22.8,13.7,8.5,12,26,Cosmetic
5950000,Secondary,Трубная,7,Moscow,0,11.5,7.9,7.6,1,3,Cosmetic
3350000,Secondary,Отрадное,14,Moscow,0,12.5,8.5,2,1,9,Cosmetic
5100000,Secondary,Отрадное,12,Moscow,0,21,12.8,2,1,9,Without renovation
3100000,Secondary,Текстильщики,17,Moscow,0,13.6,9,7.8,2,2,Cosmetic
3350000,Secondary,Отрадное,14,Moscow,0,12.7,8.6,7.7,1,9,Without renovation
4000000,Secondary,Выхино,21,Moscow,0,11.7,8,7.6,1,9,Cosmetic
5200000,Secondary,Щелковская,12,Moscow,0,18.5,15.5,2,1,9,European-style renovation
7990000,Secondary,Сокол,11,Moscow,0,17.5,8.5,4,3,5,European-style renovation
4950000,Secondary,Селигерская,12,Moscow,0,16,10,1,9,10,European-style renovation
5000000,Secondary,Шипиловская,6,Moscow,0,16,10.2,8,1,9,Cosmetic
3600000,Secondary,Медведково,9,Moscow,0,13,8.7,7.7,1,9,Cosmetic
10499000,Secondary,Авиамоторная,5,Moscow,0,20,12.2,8.3,10,23,Cosmetic
7900000,Secondary,Зюзино,15,Moscow,0,28,20,9,4,5,Designer
4550000,Secondary,Покровское,32,Moscow,0,19,11.7,8.2,2,18,Without renovation
58000000,Secondary,Динамо,8,Moscow,0,92,57,14,10,21,Designer
22000000,Secondary,Трикотажная,24,Moscow,0,57,35,8,23,25,Designer
3350000,Secondary,Отрадное,14,Moscow,0,12.5,8.5,7.7,1,9,Cosmetic
3950000,Secondary,Бибирево,4,Moscow,0,10.6,7.5,7.5,1,17,Cosmetic
7199000,Secondary,Тургеневская,4,Moscow,0,16.3,10.4,8,1,8,Without renovation
4450000,Secondary,Щелковская,19,Moscow,0,15.3,9.9,7.9,3,16,European-style renovation
3200000,Secondary,Отрадное,14,Moscow,0,10.8,7.6,7.5,1,9,Without renovation
4150000,Secondary,Перово,21,Moscow,0,17,12,2,1,6,Cosmetic
5050000,Secondary,Некрасовка,25,Moscow,0,22,20,2,2,18,Cosmetic
5150000,Secondary,Некрасовка,25,Moscow,0,24,22,2,2,18,Cosmetic
6950000,Secondary,Измайлово,8,Moscow,0,18,8,4,2,2,Cosmetic
5000000,Secondary,Некрасовка,8,Moscow,0,25,14.8,8.7,2,18,Without renovation
4900000,Secondary,Некрасовка,4,Moscow,0,23,13.8,8.5,2,17,Without renovation
4950000,Secondary,Некрасовка,6,Moscow,0,22,13.3,8.5,2,25,Without renovation
4350000,Secondary,Отрадное,7,Moscow,0,17,10.7,3,1,12,Cosmetic
16000000,Secondary,Хорошево,23,Moscow,0,25,19,3,17,19,European-style renovation
17000000,Secondary,Первомайская,7,Moscow,0,83.2,35,25,1,3,Designer
3400000,Secondary,Щелковская,14,Moscow,0,9.3,6.8,7.4,1,12,Cosmetic
5200000,Secondary,Отрадное,6,Moscow,0,22.5,13.5,2,1,12,Cosmetic
5800000,Secondary,Измайлово,8,Moscow,0,18,12,3,2,2,Cosmetic
7999999,Secondary,Филатов Луг,15,Moscow,0,19.5,10,3,14,18,Cosmetic
6700000,Secondary,Сокол,9,Moscow,0,19.5,12,8.3,1,8,Cosmetic
6300000,Secondary,Ботанический сад,18,Moscow,0,25.3,15,6,8,18,Without renovation
9500000,Secondary,Свиблово,11,Moscow,0,20,10,6,4,25,European-style renovation
10201000,Secondary,Тургеневская,3,Moscow,0,19.4,11.9,8.2,1,8,European-style renovation
4800000,Secondary,Новогиреево,4,Moscow,0,14.2,9.3,7.8,1,9,European-style renovation
14200000,Secondary,Октябрьское поле,22,Moscow,0,27.5,16,8.9,7,25,European-style renovation
21200000,Secondary,Маяковская,6,Moscow,0,37,20,9,10,12,Designer
4300000,Secondary,Молодежная,19,Moscow,0,14.5,9.5,7.8,1,5,European-style renovation
7800000,Secondary,Тургеневская,3,Moscow,0,16,10.2,8,1,8,Cosmetic
4250000,Secondary,Отрадное,19,Moscow,0,17.4,10.9,8.1,1,9,Cosmetic
10200000,Secondary,Тургеневская,4,Moscow,0,19.1,17.1,2,1,8,European-style renovation
7800000,Secondary,Тургеневская,4,Moscow,0,16,14,2,1,8,Without renovation
15300000,Secondary,Аминьевская,11,Moscow,0,29,18,6,23,37,Designer
16700000,Secondary,Аминьевская,10,Moscow,0,32,18,6,4,37,European-style renovation
3250000,Secondary,Орехово,6,Moscow,0,10.2,7.3,7.5,1,9,Cosmetic
10950000,Secondary,Стрешнево,8,Moscow,0,26.6,15,7,16,28,European-style renovation
21000000,Secondary,Угрешская,8,Moscow,0,68.7,32.7,16.4,22,30,Without renovation
4964600,Secondary,Селигерская,12,Moscow,0,13.9,7.8,2,7,10,European-style renovation
6850000,Secondary,Сретенский бульвар,7,Moscow,0,13.5,9,7.8,1,3,Cosmetic
42500000,Secondary,Минская,19,Moscow,0,111,60,22,9,21,Designer
3300000,Secondary,Войковская,12,Moscow,0,10,7.2,7.5,1,9,Cosmetic
4500000,Secondary,Некрасовка,18,Moscow,0,19.5,16.5,2,2,17,Without renovation
5350000,Secondary,Отрадное,14,Moscow,0,23.5,14,8.6,1,9,Cosmetic
4990000,Secondary,Отрадное,8,Moscow,0,21,12.8,8.4,1,9,Cosmetic
4350000,Secondary,Бунинская Аллея,12,Moscow,0,20.5,12.5,8.3,1,12,Cosmetic
6200000,Secondary,Белорусская,7,Moscow,0,9.6,7,7.4,5,5,European-style renovation
5050000,Secondary,Сокол,2,Moscow,0,14.2,9.3,7.8,2,9,Cosmetic
7200000,Secondary,Сокол,9,Moscow,0,18.8,10,3,5,14,European-style renovation
5850000,Secondary,Сокол,9,Moscow,0,18.6,11.5,8.2,1,8,Cosmetic
6700000,Secondary,Сокол,9,Moscow,0,23,13.8,8.5,1,8,Cosmetic
6700000,Secondary,Сокол,9,Moscow,0,22.7,13.6,8.5,1,8,Cosmetic
10400000,Secondary,Селигерская,17,Moscow,0,24.8,15,3,16,22,European-style renovation
5800000,Secondary,Селигерская,12,Moscow,0,19.2,11.8,8.2,8,10,Cosmetic
3250000,Secondary,Сокол,9,Moscow,0,9.8,7.1,7.5,1,8,Cosmetic
10535000,Secondary,Беговая,9,Moscow,0,30.1,28,2.1,3,5,European-style renovation
11800000,Secondary,Аминьевская,15,Moscow,0,27.9,14.8,4.9,25,43,Without renovation
5000000,Secondary,Бульвар Рокоссовского,10,Moscow,0,17.7,11.1,8.1,1,5,Cosmetic
10250000,Secondary,Озёрная,9,Moscow,0,20,9.9,5.1,29,33,European-style renovation
5025000,Secondary,Окружная,5,Moscow,0,20.1,15,2,3,5,Without renovation
4650000,Secondary,Отрадное,7,Moscow,0,18.7,16.7,2,1,12,Without renovation
5200000,Secondary,Отрадное,7,Moscow,0,22.5,20.5,2,1,12,Without renovation
4200000,Secondary,Преображенская площадь,16,Moscow,0,13.1,7,2,2,7,European-style renovation
2850000,Secondary,Отрадное,7,Moscow,0,10,8,2,1,12,Without renovation
2900000,Secondary,Новопеределкино,10,Moscow,0,8.5,6.4,7.3,1,14,Cosmetic
4250000,Secondary,Шелепиха,8,Moscow,0,10,7.2,7.5,1,5,Without renovation
4349000,Secondary,Бунинская Аллея,12,Moscow,0,20.7,12.6,8.4,1,12,Without renovation
5249000,Secondary,Отрадное,7,Moscow,0,22.5,13.5,8.5,1,12,Without renovation
3649000,Secondary,Отрадное,3,Moscow,0,14.1,9.3,7.8,1,12,Without renovation
3800000,Secondary,Люблино,10,Moscow,0,13,8.7,7.7,1,12,Cosmetic
9000000,Secondary,Хорошёвская,11,Moscow,0,25,10,8,12,23,Without renovation
6700000,Secondary,Сокол,9,Moscow,0,19.2,16,2,1,8,Without renovation
4700000,Secondary,Орехово,10,Moscow,0,16,10.2,8,1,9,Cosmetic
3249000,Secondary,Отрадное,14,Moscow,0,12.5,9,2,1,9,Without renovation
4900000,Secondary,Домодедовская,15,Moscow,0,17,10.7,8,1,9,Cosmetic
3550000,Secondary,Отрадное,19,Moscow,0,13.5,9,7.8,1,9,Without renovation
4990000,Secondary,Отрадное,12,Moscow,0,21.5,13,8.4,1,9,Cosmetic
6700000,Secondary,Сокол,10,Moscow,0,19.2,11.8,8.2,1,8,Without renovation
24000000,Secondary,Динамо,8,Moscow,0,37.2,20.9,15,6,6,Designer
4200000,Secondary,Новогиреево,25,Moscow,0,19.8,17.8,2,1,12,Without renovation
3150000,Secondary,Яхромская,27,Moscow,0,10,7.2,7.5,2,9,Without renovation
3950000,Secondary,Новогиреево,25,Moscow,0,17,15,2,1,12,Without renovation
4200000,Secondary,Автозаводская,7,Moscow,0,14.4,12,1.5,1,5,European-style renovation
3050000,Secondary,Новогиреево,25,Moscow,0,12.1,10.1,2,1,12,Without renovation
2950000,Secondary,Новогиреево,25,Moscow,0,11.5,9.5,2,1,12,Without renovation
11500000,Secondary,Верхние Лихоборы,8,Moscow,0,27.6,20,7,9,21,Designer
4450000,Secondary,Медведково,9,Moscow,0,18.2,11.3,3,1,9,Cosmetic
3700000,Secondary,Ясенево,10,Moscow,0,14,9.2,7.8,1,9,Cosmetic
3600000,Secondary,Выхино,16,Moscow,0,12,8.2,7.6,1,9,Cosmetic
5350000,Secondary,Отрадное,14,Moscow,0,23.5,14,8.6,1,9,Without renovation
5350001,Secondary,Отрадное,14,Moscow,0,23.6,14.1,8.6,1,9,Cosmetic
2950000,Secondary,Красный Строитель,13,Moscow,0,10.5,7.4,7.5,1,9,Without renovation
5100000,Secondary,Некрасовка,8,Moscow,0,20.9,12.7,8.4,2,17,European-style renovation
6700000,Secondary,Сокол,9,Moscow,0,19.2,11.8,8.2,1,8,Cosmetic
5350000,Secondary,Красный Балтиец,8,Moscow,0,16,10.2,8,1,5,Cosmetic
9200000,Secondary,Соколиная Гора,10,Moscow,0,30,20,5,1,4,Designer
5250000,Secondary,Отрадное,7,Moscow,0,22.5,13.5,8.5,1,12,Cosmetic
4900000,Secondary,Новопеределкино,10,Moscow,0,17,10.7,8,1,14,Cosmetic
4349000,Secondary,Бунинская Аллея,12,Moscow,0,21,12.8,3,1,12,Cosmetic
8500000,Secondary,Красный Балтиец,14,Moscow,0,27,17,8.9,5,7,Designer
5350000,Secondary,Орехово,6,Moscow,0,23.9,14.2,8.6,1,9,Cosmetic
5000000,Secondary,Окружная,5,Moscow,0,20,12.2,8.3,2,5,Cosmetic
5075000,Secondary,Окружная,5,Moscow,0,20.3,12.4,8.3,2,5,Cosmetic
8477000,Secondary,Красный Балтиец,14,Moscow,0,23.3,20.5,8.6,7,7,Cosmetic
2700000,Secondary,Лианозово,10,Moscow,0,8.4,6.4,7.3,1,12,Cosmetic
6350000,Secondary,Тропарево,16,Moscow,0,18,10,2,3,22,Designer
6700000,Secondary,Ботанический сад,19,Moscow,0,23.9,14.2,8.6,9,18,Without renovation
11300000,Secondary,Хорошёвская,11,Moscow,0,25,14,6,12,23,Designer
7490000,Secondary,Преображенская площадь,11,Moscow,0,17.1,15,2,2,7,Cosmetic
10200000,Secondary,Хорошево,23,Moscow,0,24,12,7,5,27,Without renovation
3800000,Secondary,Ясенево,22,Moscow,0,19.4,11.9,8.2,1,17,Without renovation
3650000,Secondary,Юго-Восточная,11,Moscow,0,11.5,11.5,7.6,2,10,Cosmetic
10750000,Secondary,Красный Балтиец,14,Moscow,0,22,13.3,8.5,6,7,Without renovation
10500000,Secondary,Новопеределкино,8,Moscow,0,27,13,8.9,14,23,Cosmetic
4300000,Secondary,Таганская,15,Moscow,0,15.6,12,7.9,1,14,Cosmetic
12500000,Secondary,Верхние Котлы,10,Moscow,0,29.5,18,10,3,16,European-style renovation
8500000,Secondary,Хорошёвская,11,Moscow,0,26.2,16,8.8,6,23,Without renovation
6450000,Secondary,Ботанический сад,20,Moscow,0,24.6,23,8.7,4,17,Without renovation
6500000,Secondary,Улица 1905 года,6,Moscow,0,18.8,11.6,8.2,5,5,Cosmetic
4800000,Secondary,Люблино,11,Moscow,0,20,12.2,8.3,1,9,Cosmetic
12900000,Secondary,Трикотажная,16,Moscow,0,26.7,15.6,8.8,25,20,Designer
99000000,Secondary,Новослободская,8,Moscow,0,110,57.7,17,3,13,Without renovation
10500000,Secondary,Депо,16,Moscow,0,26,18,5,10,15,European-style renovation
4100000,Secondary,Селигерская,18,Moscow,0,12.7,10.9,1.7,17,17,European-style renovation
10950000,Secondary,Красный Балтиец,14,Moscow,0,22.1,13.3,8.5,5,7,Without renovation
11000000,Secondary,Красный Балтиец,14,Moscow,0,22,13.3,8.5,5,7,Without renovation
6300000,Secondary,Владыкино,4,Moscow,0,20.3,12.4,8.3,3,16,European-style renovation
8000000,Secondary,Спартак,7,Moscow,0,24.7,16,4,5,22,Without renovation
13500000,Secondary,Площадь Ильича,10,Moscow,0,32,27,9.3,5,10,European-style renovation
3800000,Secondary,Планерная,15,Moscow,0,11.7,11.7,7.6,1,9,European-style renovation
3500000,Secondary,Беломорская,18,Moscow,0,10.6,7.5,7.5,1,9,European-style renovation
7300000,Secondary,Аминьевская,21,Moscow,0,30,15,5,1,5,European-style renovation
7799999,Secondary,Филатов Луг,10,Moscow,0,19.7,11,4,17,22,Cosmetic
7200000,Secondary,Марьино,20,Moscow,0,30.4,18.4,6,2,6,Designer
6080000,Secondary,Внуково,25,Moscow,0,20,12.2,8.3,4,9,Cosmetic
7500000,Secondary,Тропарево,16,Moscow,0,20.8,13,3,4,22,Designer
7250000,Secondary,Тропарево,16,Moscow,0,20.7,13,3,5,22,European-style renovation
9150000,Secondary,Тропарево,16,Moscow,0,19.6,11,3,14,22,European-style renovation
13200000,Secondary,Хорошево,12,Moscow,0,27.6,16.1,9,5,27,Without renovation
8500000,Secondary,Солнцево,7,Moscow,0,23.4,16.6,8.6,11,23,Cosmetic
8000000,Secondary,Сколково,25,Moscow,0,29,18,5,6,24,Without renovation
9490000,Secondary,Прокшино,25,Moscow,0,24,18,8.6,13,14,Cosmetic
6800000,Secondary,Марьина Роща,9,Moscow,0,14.9,11,7.9,9,10,Designer
7900000,Secondary,Марьина Роща,9,Moscow,0,17.4,15,8.1,9,10,Designer
10100000,Secondary,Марьина Роща,9,Moscow,0,23.5,20,8.6,9,10,Designer
4250000,Secondary,Беломорская,16,Moscow,0,11.4,7.9,7.6,1,9,Cosmetic
13500000,Secondary,Ростокино,14,Moscow,0,35,20,10,6,58,Designer
5600000,Secondary,Савеловская,13,Moscow,0,19.5,12,8.3,1,5,Cosmetic
5900000,Secondary,Беговая,9,Moscow,0,12,8.4,7.6,5,5,European-style renovation
7800000,Secondary,Ботанический сад,13,Moscow,0,28,10,12.3,4,5,European-style renovation
6700000,Secondary,Окружная,8,Moscow,0,18.1,11.3,8.1,3,5,European-style renovation
5200000,Secondary,Щелковская,12,Moscow,0,19,11.7,8.2,1,9,Designer
8400000,Secondary,Рижская,18,Moscow,0,25.3,14.9,8.7,2,23,Cosmetic
6000000,Secondary,Первомайская,17,Moscow,0,24.7,14.6,8.7,6,6,Cosmetic
10250000,Secondary,Говорово,13,Moscow,0,21.6,10.1,5.6,19,21,European-style renovation
6000000,Secondary,Перерва,18,Moscow,0,32,21.3,4,2,2,European-style renovation
5500000,Secondary,Домодедовская,15,Moscow,0,16.8,10.6,8,1,9,Cosmetic
7700000,Secondary,Бабушкинская,24,Moscow,0,17.5,14,2,2,5,European-style renovation
7700000,Secondary,Коммунарка,26,Moscow,0,29.8,17.2,20.8,3,14,Without renovation
380000000,Secondary,Ломоносовский проспект,24,Moscow,0,304,127,85,3,12,Without renovation
296000000,Secondary,Ломоносовский проспект,24,Moscow,0,238,125,75,3,12,Without renovation
82000000,Secondary,Ломоносовский проспект,24,Moscow,0,66,30,22,3,12,Without renovation
3850000,Secondary,Яхромская,23,Moscow,0,15.4,13.4,2,2,9,Without renovation
16000000,Secondary,Аминьевская,9,Moscow,0,24.1,11.3,6.2,11,34,Designer
2950000,Secondary,Яхромская,23,Moscow,0,10.4,8.4,2,2,9,Without renovation
19000000,Secondary,Китай-город,6,Moscow,0,27.8,19.5,4,1,8,European-style renovation
4900000,Secondary,Шипиловская,19,Moscow,0,16,10.2,8,1,9,European-style renovation
6300000,Secondary,Пятницкое шоссе,24,Moscow,0,20,10,6,15,25,Cosmetic
18990000,Secondary,Аэропорт,3,Moscow,0,43.4,38,5,2,4,Designer
13500000,Secondary,Преображенская площадь,8,Moscow,0,31.5,18.1,26,2,7,European-style renovation
6400000,Secondary,Сокольники,13,Moscow,0,30,20,4,1,7,Cosmetic
9700000,Secondary,Чертановская,14,Moscow,0,37,30,6,2,6,Cosmetic
5700000,Secondary,Нагатинский Затон,1,Moscow,0,12,8.2,7.6,1,12,Cosmetic
30000000,Secondary,Улица 1905 года,13,Moscow,0,59,32,10,13,17,European-style renovation
8000000,Secondary,Проспект Вернадского,9,Moscow,0,14.4,7,3,2,10,Designer
5190000,Secondary,Окружная,3,Moscow,0,18,13,3,6,5,European-style renovation
19297000,Secondary,Преображенская площадь,9,Moscow,0,53,22,10,3,10,European-style renovation
5400000,Secondary,Юго-Восточная,10,Moscow,0,15,12,2,1,14,European-style renovation
7000000,Secondary,Ботанический сад,20,Moscow,0,25.1,20,5,10,18,Without renovation
7200000,Secondary,Бульвар Рокоссовского,10,Moscow,0,18,10,3,4,5,European-style renovation
17500000,Secondary,Динамо,12,Moscow,0,25.7,16.3,8.8,8,36,Designer
22000000,Secondary,Москва-Товарная,4,Moscow,0,42,35,3,12,19,European-style renovation
7450000,Secondary,Внуково,39,Moscow,0,29,14,6,2,17,European-style renovation
3050000,Secondary,Текстильщики,17,Moscow,0,14,9.2,7.8,2,2,European-style renovation
9100000,Secondary,Водный стадион,9,Moscow,0,20.2,12.3,8.3,10,22,Cosmetic
7200000,Secondary,Ольховая,24,Moscow,0,23.1,13.8,8.6,2,22,European-style renovation
